,query_no,query,question_rank,question,click_history,explanation,class_1,class_2,class_3,class_4
1177,63,Ondansetron,7,Can you give a dog yogurt for an upset stomach?,"['Can ondansetron be given to dogs?', 'Can dogs take ondansetron for humans?', 'Can I give my dog Zofran for car sickness?', 'Do ginger snaps help dogs with car sickness?', 'Does pumpkin help with dog car sickness?', 'Is canned pumpkin good for dog vomiting?', ""Will crackers help settle a dog's stomach?""]",,,,,
1178,63,Ondansetron,8,Can dogs have cheese?,"['Can ondansetron be given to dogs?', 'Can dogs take ondansetron for humans?', 'Can I give my dog Zofran for car sickness?', 'Do ginger snaps help dogs with car sickness?', 'Does pumpkin help with dog car sickness?', 'Is canned pumpkin good for dog vomiting?', ""Will crackers help settle a dog's stomach?"", 'Can you give a dog yogurt for an upset stomach?']",,,,,
1179,63,Ondansetron,9,Can dogs eat popcorn?,"['Can ondansetron be given to dogs?', 'Can dogs take ondansetron for humans?', 'Can I give my dog Zofran for car sickness?', 'Do ginger snaps help dogs with car sickness?', 'Does pumpkin help with dog car sickness?', 'Is canned pumpkin good for dog vomiting?', ""Will crackers help settle a dog's stomach?"", 'Can you give a dog yogurt for an upset stomach?', 'Can dogs have cheese?']",,,,,
1180,63,Ondansetron,0,What is ondansetron mainly used for?,[],,,,,
1181,63,Ondansetron,1,Can you take Zofran with busPIRone?,['What is ondansetron mainly used for?'],,,,,
1182,63,Ondansetron,2,Can I take ondansetron with Tylenol?,"['What is ondansetron mainly used for?', 'Can you take Zofran with busPIRone?']",,,,,
1183,63,Ondansetron,3,What happens if you take ondansetron if you don't need it?,"['What is ondansetron mainly used for?', 'Can you take Zofran with busPIRone?', 'Can I take ondansetron with Tylenol?']",,,,,
1184,63,Ondansetron,4,When to avoid ondansetron?,"['What is ondansetron mainly used for?', 'Can you take Zofran with busPIRone?', 'Can I take ondansetron with Tylenol?', ""What happens if you take ondansetron if you don't need it?""]",,,,,
1185,63,Ondansetron,5,How long does it take ondansetron to leave your system?,"['What is ondansetron mainly used for?', 'Can you take Zofran with busPIRone?', 'Can I take ondansetron with Tylenol?', ""What happens if you take ondansetron if you don't need it?"", 'When to avoid ondansetron?']",,,,,
1186,63,Ondansetron,6,How many days in a row can you take ondansetron?,"['What is ondansetron mainly used for?', 'Can you take Zofran with busPIRone?', 'Can I take ondansetron with Tylenol?', ""What happens if you take ondansetron if you don't need it?"", 'When to avoid ondansetron?', 'How long does it take ondansetron to leave your system?']",,,,,
1187,63,Ondansetron,7,Can ondansetron be given every 4 hours?,"['What is ondansetron mainly used for?', 'Can you take Zofran with busPIRone?', 'Can I take ondansetron with Tylenol?', ""What happens if you take ondansetron if you don't need it?"", 'When to avoid ondansetron?', 'How long does it take ondansetron to leave your system?', 'How many days in a row can you take ondansetron?']",,,,,
1188,63,Ondansetron,8,Can I take two 4mg ondansetron?,"['What is ondansetron mainly used for?', 'Can you take Zofran with busPIRone?', 'Can I take ondansetron with Tylenol?', ""What happens if you take ondansetron if you don't need it?"", 'When to avoid ondansetron?', 'How long does it take ondansetron to leave your system?', 'How many days in a row can you take ondansetron?', 'Can ondansetron be given every 4 hours?']",,,,,
1189,64,Cholecalciferol,0,Does cholecalciferol have side effects?,[],,,,,
1190,64,Cholecalciferol,1,Can vitamin D give you a rash?,['Does cholecalciferol have side effects?'],,,,,
1191,64,Cholecalciferol,2,What deficiency causes skin itching?,"['Does cholecalciferol have side effects?', 'Can vitamin D give you a rash?']",,,,,
1192,64,Cholecalciferol,3,What stops itching fast?,"['Does cholecalciferol have side effects?', 'Can vitamin D give you a rash?', 'What deficiency causes skin itching?']",,,,,
1193,64,Cholecalciferol,4,What part of the body itches with liver problems?,"['Does cholecalciferol have side effects?', 'Can vitamin D give you a rash?', 'What deficiency causes skin itching?', 'What stops itching fast?']",,,,,
1194,64,Cholecalciferol,5,Where do you itch with kidney problems?,"['Does cholecalciferol have side effects?', 'Can vitamin D give you a rash?', 'What deficiency causes skin itching?', 'What stops itching fast?', 'What part of the body itches with liver problems?']",,,,,
1195,64,Cholecalciferol,6,Where do you itch with thyroid problems?,"['Does cholecalciferol have side effects?', 'Can vitamin D give you a rash?', 'What deficiency causes skin itching?', 'What stops itching fast?', 'What part of the body itches with liver problems?', 'Where do you itch with kidney problems?']",,,,,
1196,64,Cholecalciferol,7,What are the early warning signs your thyroid is in trouble?,"['Does cholecalciferol have side effects?', 'Can vitamin D give you a rash?', 'What deficiency causes skin itching?', 'What stops itching fast?', 'What part of the body itches with liver problems?', 'Where do you itch with kidney problems?', 'Where do you itch with thyroid problems?']",,,,,
1197,64,Cholecalciferol,8,What is the one thing you should be eating for your thyroid every morning?,"['Does cholecalciferol have side effects?', 'Can vitamin D give you a rash?', 'What deficiency causes skin itching?', 'What stops itching fast?', 'What part of the body itches with liver problems?', 'Where do you itch with kidney problems?', 'Where do you itch with thyroid problems?', 'What are the early warning signs your thyroid is in trouble?']",,,,,
1198,64,Cholecalciferol,9,Which fruit is not good for the thyroid?,"['Does cholecalciferol have side effects?', 'Can vitamin D give you a rash?', 'What deficiency causes skin itching?', 'What stops itching fast?', 'What part of the body itches with liver problems?', 'Where do you itch with kidney problems?', 'Where do you itch with thyroid problems?', 'What are the early warning signs your thyroid is in trouble?', 'What is the one thing you should be eating for your thyroid every morning?']",,,,,
1199,64,Cholecalciferol,0,Does cholecalciferol have side effects?,[],,,,,
1200,64,Cholecalciferol,1,Can vitamin D cause headaches?,['Does cholecalciferol have side effects?'],,,,,
1201,64,Cholecalciferol,2,What am I lacking if I get headaches every day?,"['Does cholecalciferol have side effects?', 'Can vitamin D cause headaches?']",,,,,
1202,64,Cholecalciferol,3,What gets rid of a headache fast?,"['Does cholecalciferol have side effects?', 'Can vitamin D cause headaches?', 'What am I lacking if I get headaches every day?']",,,,,
1203,64,Cholecalciferol,4,What is the healthiest thing to take for a headache?,"['Does cholecalciferol have side effects?', 'Can vitamin D cause headaches?', 'What am I lacking if I get headaches every day?', 'What gets rid of a headache fast?']",,,,,
1204,64,Cholecalciferol,5,Which fruit is best for headaches?,"['Does cholecalciferol have side effects?', 'Can vitamin D cause headaches?', 'What am I lacking if I get headaches every day?', 'What gets rid of a headache fast?', 'What is the healthiest thing to take for a headache?']",,,,,
1205,64,Cholecalciferol,6,Is yogurt good for headaches?,"['Does cholecalciferol have side effects?', 'Can vitamin D cause headaches?', 'What am I lacking if I get headaches every day?', 'What gets rid of a headache fast?', 'What is the healthiest thing to take for a headache?', 'Which fruit is best for headaches?']",,,,,
1206,64,Cholecalciferol,7,What is the fastest cure for headaches?,"['Does cholecalciferol have side effects?', 'Can vitamin D cause headaches?', 'What am I lacking if I get headaches every day?', 'What gets rid of a headache fast?', 'What is the healthiest thing to take for a headache?', 'Which fruit is best for headaches?', 'Is yogurt good for headaches?']",,,,,
1207,64,Cholecalciferol,8,Why do I keep getting headaches every day?,"['Does cholecalciferol have side effects?', 'Can vitamin D cause headaches?', 'What am I lacking if I get headaches every day?', 'What gets rid of a headache fast?', 'What is the healthiest thing to take for a headache?', 'Which fruit is best for headaches?', 'Is yogurt good for headaches?', 'What is the fastest cure for headaches?']",,,,,
1208,64,Cholecalciferol,9,How to know if a headache is a tumor?,"['Does cholecalciferol have side effects?', 'Can vitamin D cause headaches?', 'What am I lacking if I get headaches every day?', 'What gets rid of a headache fast?', 'What is the healthiest thing to take for a headache?', 'Which fruit is best for headaches?', 'Is yogurt good for headaches?', 'What is the fastest cure for headaches?', 'Why do I keep getting headaches every day?']",,,,,
1209,65,Atenolol,0,What should you avoid when you take atenolol?,[],,,,,
1210,65,Atenolol,1,Can you take metoprolol and atenolol together?,['What should you avoid when you take atenolol?'],,,,,
1211,65,Atenolol,2,What cannot be mixed with metoprolol?,"['What should you avoid when you take atenolol?', 'Can you take metoprolol and atenolol together?']",,,,,
1212,65,Atenolol,3,Why is metoprolol a high risk drug?,"['What should you avoid when you take atenolol?', 'Can you take metoprolol and atenolol together?', 'What cannot be mixed with metoprolol?']",,,,,
1213,65,Atenolol,4,What is the number one side effect of metoprolol?,"['What should you avoid when you take atenolol?', 'Can you take metoprolol and atenolol together?', 'What cannot be mixed with metoprolol?', 'Why is metoprolol a high risk drug?']",,,,,
1214,65,Atenolol,5,What are the mental side effects of metoprolol?,"['What should you avoid when you take atenolol?', 'Can you take metoprolol and atenolol together?', 'What cannot be mixed with metoprolol?', 'Why is metoprolol a high risk drug?', 'What is the number one side effect of metoprolol?']",,,,,
1215,65,Atenolol,6,What are the positive effects of metoprolol?,"['What should you avoid when you take atenolol?', 'Can you take metoprolol and atenolol together?', 'What cannot be mixed with metoprolol?', 'Why is metoprolol a high risk drug?', 'What is the number one side effect of metoprolol?', 'What are the mental side effects of metoprolol?']",,,,,
1216,65,Atenolol,7,What happens if you take metoprolol on an empty stomach?,"['What should you avoid when you take atenolol?', 'Can you take metoprolol and atenolol together?', 'What cannot be mixed with metoprolol?', 'Why is metoprolol a high risk drug?', 'What is the number one side effect of metoprolol?', 'What are the mental side effects of metoprolol?', 'What are the positive effects of metoprolol?']",,,,,
1217,65,Atenolol,8,What not to mix with metoprolol?,"['What should you avoid when you take atenolol?', 'Can you take metoprolol and atenolol together?', 'What cannot be mixed with metoprolol?', 'Why is metoprolol a high risk drug?', 'What is the number one side effect of metoprolol?', 'What are the mental side effects of metoprolol?', 'What are the positive effects of metoprolol?', 'What happens if you take metoprolol on an empty stomach?']",,,,,
1218,65,Atenolol,9,Why can't I take ibuprofen with metoprolol?,"['What should you avoid when you take atenolol?', 'Can you take metoprolol and atenolol together?', 'What cannot be mixed with metoprolol?', 'Why is metoprolol a high risk drug?', 'What is the number one side effect of metoprolol?', 'What are the mental side effects of metoprolol?', 'What are the positive effects of metoprolol?', 'What happens if you take metoprolol on an empty stomach?', 'What not to mix with metoprolol?']",,,,,
1219,65,Atenolol,0,What exactly does atenolol do?,[],,,,,
1220,65,Atenolol,1,Can you take metoprolol and atenolol together?,['What exactly does atenolol do?'],,,,,
1221,65,Atenolol,2,"Which is stronger, atenolol or metoprolol?","['What exactly does atenolol do?', 'Can you take metoprolol and atenolol together?']",,,,,
1222,65,Atenolol,3,What is the disadvantage of atenolol?,"['What exactly does atenolol do?', 'Can you take metoprolol and atenolol together?', 'Which is stronger, atenolol or metoprolol?']",,,,,
1223,65,Atenolol,4,What are the positive effects of atenolol?,"['What exactly does atenolol do?', 'Can you take metoprolol and atenolol together?', 'Which is stronger, atenolol or metoprolol?', 'What is the disadvantage of atenolol?']",,,,,
1224,65,Atenolol,5,How long does atenolol take to kick in?,"['What exactly does atenolol do?', 'Can you take metoprolol and atenolol together?', 'Which is stronger, atenolol or metoprolol?', 'What is the disadvantage of atenolol?', 'What are the positive effects of atenolol?']",,,,,
1225,65,Atenolol,6,Can I take Tylenol with atenolol?,"['What exactly does atenolol do?', 'Can you take metoprolol and atenolol together?', 'Which is stronger, atenolol or metoprolol?', 'What is the disadvantage of atenolol?', 'What are the positive effects of atenolol?', 'How long does atenolol take to kick in?']",,,,,
1226,65,Atenolol,7,What not to mix with atenolol?,"['What exactly does atenolol do?', 'Can you take metoprolol and atenolol together?', 'Which is stronger, atenolol or metoprolol?', 'What is the disadvantage of atenolol?', 'What are the positive effects of atenolol?', 'How long does atenolol take to kick in?', 'Can I take Tylenol with atenolol?']",,,,,
1227,65,Atenolol,8,Does atenolol cause insomnia?,"['What exactly does atenolol do?', 'Can you take metoprolol and atenolol together?', 'Which is stronger, atenolol or metoprolol?', 'What is the disadvantage of atenolol?', 'What are the positive effects of atenolol?', 'How long does atenolol take to kick in?', 'Can I take Tylenol with atenolol?', 'What not to mix with atenolol?']",,,,,
1228,65,Atenolol,9,Which sleeping pills work immediately?,"['What exactly does atenolol do?', 'Can you take metoprolol and atenolol together?', 'Which is stronger, atenolol or metoprolol?', 'What is the disadvantage of atenolol?', 'What are the positive effects of atenolol?', 'How long does atenolol take to kick in?', 'Can I take Tylenol with atenolol?', 'What not to mix with atenolol?', 'Does atenolol cause insomnia?']",,,,,
1229,66,Glimepiride,0,What is the generic name for glimepiride?,[],,,,,
1230,66,Glimepiride,1,Is it safe to take glimepiride while pregnant?,['What is the generic name for glimepiride?'],,,,,
1231,66,Glimepiride,2,Why is glimepiride a high risk medication?,"['What is the generic name for glimepiride?', 'Is it safe to take glimepiride while pregnant?']",,,,,
1232,66,Glimepiride,3,Who cannot take glimepiride?,"['What is the generic name for glimepiride?', 'Is it safe to take glimepiride while pregnant?', 'Why is glimepiride a high risk medication?']",,,,,
1233,66,Glimepiride,4,What is type 1 and type 2 diabetes?,"['What is the generic name for glimepiride?', 'Is it safe to take glimepiride while pregnant?', 'Why is glimepiride a high risk medication?', 'Who cannot take glimepiride?']",,,,,
1234,66,Glimepiride,5,What is the life expectancy of someone with type 1 diabetes?,"['What is the generic name for glimepiride?', 'Is it safe to take glimepiride while pregnant?', 'Why is glimepiride a high risk medication?', 'Who cannot take glimepiride?', 'What is type 1 and type 2 diabetes?']",,,,,
1235,66,Glimepiride,6,Do type 1 diabetes qualify for disability?,"['What is the generic name for glimepiride?', 'Is it safe to take glimepiride while pregnant?', 'Why is glimepiride a high risk medication?', 'Who cannot take glimepiride?', 'What is type 1 and type 2 diabetes?', 'What is the life expectancy of someone with type 1 diabetes?']",,,,,
1236,66,Glimepiride,7,Are there any benefits to having type 1 diabetes?,"['What is the generic name for glimepiride?', 'Is it safe to take glimepiride while pregnant?', 'Why is glimepiride a high risk medication?', 'Who cannot take glimepiride?', 'What is type 1 and type 2 diabetes?', 'What is the life expectancy of someone with type 1 diabetes?', 'Do type 1 diabetes qualify for disability?']",,,,,
1237,66,Glimepiride,8,What triggers type 1 diabetes?,"['What is the generic name for glimepiride?', 'Is it safe to take glimepiride while pregnant?', 'Why is glimepiride a high risk medication?', 'Who cannot take glimepiride?', 'What is type 1 and type 2 diabetes?', 'What is the life expectancy of someone with type 1 diabetes?', 'Do type 1 diabetes qualify for disability?', 'Are there any benefits to having type 1 diabetes?']",,,,,
1238,66,Glimepiride,9,What not to say to a type 1 diabetes?,"['What is the generic name for glimepiride?', 'Is it safe to take glimepiride while pregnant?', 'Why is glimepiride a high risk medication?', 'Who cannot take glimepiride?', 'What is type 1 and type 2 diabetes?', 'What is the life expectancy of someone with type 1 diabetes?', 'Do type 1 diabetes qualify for disability?', 'Are there any benefits to having type 1 diabetes?', 'What triggers type 1 diabetes?']",,,,,
1239,66,Glimepiride,0,Is glimepiride hard on the kidneys?,[],,,,,
1240,66,Glimepiride,1,Can you take Ozempic and glimepiride together?,['Is glimepiride hard on the kidneys?'],,,,,
1241,66,Glimepiride,2,What drugs should not be taken with glimepiride?,"['Is glimepiride hard on the kidneys?', 'Can you take Ozempic and glimepiride together?']",,,,,
1242,66,Glimepiride,3,Who cannot take glimepiride?,"['Is glimepiride hard on the kidneys?', 'Can you take Ozempic and glimepiride together?', 'What drugs should not be taken with glimepiride?']",,,,,
1243,66,Glimepiride,4,What is type 1 and Type 2 Diabetes?,"['Is glimepiride hard on the kidneys?', 'Can you take Ozempic and glimepiride together?', 'What drugs should not be taken with glimepiride?', 'Who cannot take glimepiride?']",,,,,
1244,66,Glimepiride,5,How much weight do you need to lose to reverse type 2 diabetes?,"['Is glimepiride hard on the kidneys?', 'Can you take Ozempic and glimepiride together?', 'What drugs should not be taken with glimepiride?', 'Who cannot take glimepiride?', 'What is type 1 and Type 2 Diabetes?']",,,,,
1245,66,Glimepiride,6,Why do diabetics lose weight in their legs?,"['Is glimepiride hard on the kidneys?', 'Can you take Ozempic and glimepiride together?', 'What drugs should not be taken with glimepiride?', 'Who cannot take glimepiride?', 'What is type 1 and Type 2 Diabetes?', 'How much weight do you need to lose to reverse type 2 diabetes?']",,,,,
1246,66,Glimepiride,7,Should diabetics wear socks to bed?,"['Is glimepiride hard on the kidneys?', 'Can you take Ozempic and glimepiride together?', 'What drugs should not be taken with glimepiride?', 'Who cannot take glimepiride?', 'What is type 1 and Type 2 Diabetes?', 'How much weight do you need to lose to reverse type 2 diabetes?', 'Why do diabetics lose weight in their legs?']",,,,,
1247,66,Glimepiride,8,Why shouldn't diabetics put lotion between toes?,"['Is glimepiride hard on the kidneys?', 'Can you take Ozempic and glimepiride together?', 'What drugs should not be taken with glimepiride?', 'Who cannot take glimepiride?', 'What is type 1 and Type 2 Diabetes?', 'How much weight do you need to lose to reverse type 2 diabetes?', 'Why do diabetics lose weight in their legs?', 'Should diabetics wear socks to bed?']",,,,,
1248,66,Glimepiride,9,How does diabetes affect your eyes?,"['Is glimepiride hard on the kidneys?', 'Can you take Ozempic and glimepiride together?', 'What drugs should not be taken with glimepiride?', 'Who cannot take glimepiride?', 'What is type 1 and Type 2 Diabetes?', 'How much weight do you need to lose to reverse type 2 diabetes?', 'Why do diabetics lose weight in their legs?', 'Should diabetics wear socks to bed?', ""Why shouldn't diabetics put lotion between toes?""]",,,,,
1249,67,Folic Acid,0,What is the folic acid used for?,[],,,,,
1250,67,Folic Acid,1,Who should not take folic acid?,['What is the folic acid used for?'],,,,,
1251,67,Folic Acid,2,Which food is rich in folic acid?,"['What is the folic acid used for?', 'Who should not take folic acid?']",,,,,
1252,67,Folic Acid,3,"When to take folic acid, morning or night?","['What is the folic acid used for?', 'Who should not take folic acid?', 'Which food is rich in folic acid?']",,,,,
1253,67,Folic Acid,4,What happens to your body when you start taking folic acid?,"['What is the folic acid used for?', 'Who should not take folic acid?', 'Which food is rich in folic acid?', 'When to take folic acid, morning or night?']",,,,,
1254,67,Folic Acid,5,Does folic acid give you energy?,"['What is the folic acid used for?', 'Who should not take folic acid?', 'Which food is rich in folic acid?', 'When to take folic acid, morning or night?', 'What happens to your body when you start taking folic acid?']",,,,,
1255,67,Folic Acid,6,Does folic acid reduce belly fat?,"['What is the folic acid used for?', 'Who should not take folic acid?', 'Which food is rich in folic acid?', 'When to take folic acid, morning or night?', 'What happens to your body when you start taking folic acid?', 'Does folic acid give you energy?']",,,,,
1256,67,Folic Acid,7,What deficiency causes a big stomach?,"['What is the folic acid used for?', 'Who should not take folic acid?', 'Which food is rich in folic acid?', 'When to take folic acid, morning or night?', 'What happens to your body when you start taking folic acid?', 'Does folic acid give you energy?', 'Does folic acid reduce belly fat?']",,,,,
1257,67,Folic Acid,8,How to get rid of hanging belly?,"['What is the folic acid used for?', 'Who should not take folic acid?', 'Which food is rich in folic acid?', 'When to take folic acid, morning or night?', 'What happens to your body when you start taking folic acid?', 'Does folic acid give you energy?', 'Does folic acid reduce belly fat?', 'What deficiency causes a big stomach?']",,,,,
1258,67,Folic Acid,9,What to drink to reduce belly fat?,"['What is the folic acid used for?', 'Who should not take folic acid?', 'Which food is rich in folic acid?', 'When to take folic acid, morning or night?', 'What happens to your body when you start taking folic acid?', 'Does folic acid give you energy?', 'Does folic acid reduce belly fat?', 'What deficiency causes a big stomach?', 'How to get rid of hanging belly?']",,,,,
1259,67,Folic Acid,0,Why take folic acid with methotrexate?,[],,,,,
1260,67,Folic Acid,1,How to treat mouth sores from methotrexate?,['Why take folic acid with methotrexate?'],,,,,
1261,67,Folic Acid,2,Why is methotrexate taken once a week?,"['Why take folic acid with methotrexate?', 'How to treat mouth sores from methotrexate?']",,,,,
1262,67,Folic Acid,3,What is the sick day rule for methotrexate?,"['Why take folic acid with methotrexate?', 'How to treat mouth sores from methotrexate?', 'Why is methotrexate taken once a week?']",,,,,
1263,67,Folic Acid,4,Can you have dental work while on methotrexate?,"['Why take folic acid with methotrexate?', 'How to treat mouth sores from methotrexate?', 'Why is methotrexate taken once a week?', 'What is the sick day rule for methotrexate?']",,,,,
1264,67,Folic Acid,5,What are the red flag symptoms of methotrexate?,"['Why take folic acid with methotrexate?', 'How to treat mouth sores from methotrexate?', 'Why is methotrexate taken once a week?', 'What is the sick day rule for methotrexate?', 'Can you have dental work while on methotrexate?']",,,,,
1265,67,Folic Acid,6,What is a fatal adverse effect of methotrexate?,"['Why take folic acid with methotrexate?', 'How to treat mouth sores from methotrexate?', 'Why is methotrexate taken once a week?', 'What is the sick day rule for methotrexate?', 'Can you have dental work while on methotrexate?', 'What are the red flag symptoms of methotrexate?']",,,,,
1266,67,Folic Acid,7,What can you not do while on methotrexate?,"['Why take folic acid with methotrexate?', 'How to treat mouth sores from methotrexate?', 'Why is methotrexate taken once a week?', 'What is the sick day rule for methotrexate?', 'Can you have dental work while on methotrexate?', 'What are the red flag symptoms of methotrexate?', 'What is a fatal adverse effect of methotrexate?']",,,,,
1267,67,Folic Acid,8,Who cannot use methotrexate?,"['Why take folic acid with methotrexate?', 'How to treat mouth sores from methotrexate?', 'Why is methotrexate taken once a week?', 'What is the sick day rule for methotrexate?', 'Can you have dental work while on methotrexate?', 'What are the red flag symptoms of methotrexate?', 'What is a fatal adverse effect of methotrexate?', 'What can you not do while on methotrexate?']",,,,,
1268,67,Folic Acid,9,Which drug is never given in combination with methotrexate?,"['Why take folic acid with methotrexate?', 'How to treat mouth sores from methotrexate?', 'Why is methotrexate taken once a week?', 'What is the sick day rule for methotrexate?', 'Can you have dental work while on methotrexate?', 'What are the red flag symptoms of methotrexate?', 'What is a fatal adverse effect of methotrexate?', 'What can you not do while on methotrexate?', 'Who cannot use methotrexate?']",,,,,
1269,68,Zolpidem,0,Is zolpidem the same as Ambien?,[],,,,,
1270,68,Zolpidem,1,Who cannot take zolpidem?,['Is zolpidem the same as Ambien?'],,,,,
1271,68,Zolpidem,2,How long does zolpidem last?,"['Is zolpidem the same as Ambien?', 'Who cannot take zolpidem?']",,,,,
1272,68,Zolpidem,3,Does zolpidem show up on a drug screen?,"['Is zolpidem the same as Ambien?', 'Who cannot take zolpidem?', 'How long does zolpidem last?']",,,,,
1273,68,Zolpidem,4,What to monitor when taking zolpidem?,"['Is zolpidem the same as Ambien?', 'Who cannot take zolpidem?', 'How long does zolpidem last?', 'Does zolpidem show up on a drug screen?']",,,,,
1274,68,Zolpidem,5,What is a serious side effect that may happen to someone taking zolpidem?,"['Is zolpidem the same as Ambien?', 'Who cannot take zolpidem?', 'How long does zolpidem last?', 'Does zolpidem show up on a drug screen?', 'What to monitor when taking zolpidem?']",,,,,
1275,68,Zolpidem,6,Can zolpidem cause psychosis?,"['Is zolpidem the same as Ambien?', 'Who cannot take zolpidem?', 'How long does zolpidem last?', 'Does zolpidem show up on a drug screen?', 'What to monitor when taking zolpidem?', 'What is a serious side effect that may happen to someone taking zolpidem?']",,,,,
1276,68,Zolpidem,7,Can zolpidem cause panic attacks?,"['Is zolpidem the same as Ambien?', 'Who cannot take zolpidem?', 'How long does zolpidem last?', 'Does zolpidem show up on a drug screen?', 'What to monitor when taking zolpidem?', 'What is a serious side effect that may happen to someone taking zolpidem?', 'Can zolpidem cause psychosis?']",,,,,
1277,68,Zolpidem,8,Can zolpidem cause parasomnia?,"['Is zolpidem the same as Ambien?', 'Who cannot take zolpidem?', 'How long does zolpidem last?', 'Does zolpidem show up on a drug screen?', 'What to monitor when taking zolpidem?', 'What is a serious side effect that may happen to someone taking zolpidem?', 'Can zolpidem cause psychosis?', 'Can zolpidem cause panic attacks?']",,,,,
1278,68,Zolpidem,9,What is a sexsomnia?,"['Is zolpidem the same as Ambien?', 'Who cannot take zolpidem?', 'How long does zolpidem last?', 'Does zolpidem show up on a drug screen?', 'What to monitor when taking zolpidem?', 'What is a serious side effect that may happen to someone taking zolpidem?', 'Can zolpidem cause psychosis?', 'Can zolpidem cause panic attacks?', 'Can zolpidem cause parasomnia?']",,,,,
1279,68,Zolpidem,0,Is zolpidem a strong sleeping pill?,[],,,,,
1280,68,Zolpidem,1,Does zolpidem cause itching?,['Is zolpidem a strong sleeping pill?'],,,,,
1281,68,Zolpidem,2,Does zolpidem make you gain weight?,"['Is zolpidem a strong sleeping pill?', 'Does zolpidem cause itching?']",,,,,
1282,68,Zolpidem,3,What drug makes you gain the most weight?,"['Is zolpidem a strong sleeping pill?', 'Does zolpidem cause itching?', 'Does zolpidem make you gain weight?']",,,,,
1283,68,Zolpidem,4,What for metoprolol?,"['Is zolpidem a strong sleeping pill?', 'Does zolpidem cause itching?', 'Does zolpidem make you gain weight?', 'What drug makes you gain the most weight?']",,,,,
1284,68,Zolpidem,5,What is the drug eliquis used for?,"['Is zolpidem a strong sleeping pill?', 'Does zolpidem cause itching?', 'Does zolpidem make you gain weight?', 'What drug makes you gain the most weight?', 'What for metoprolol?']",,,,,
1285,68,Zolpidem,6,What is Jardiance for?,"['Is zolpidem a strong sleeping pill?', 'Does zolpidem cause itching?', 'Does zolpidem make you gain weight?', 'What drug makes you gain the most weight?', 'What for metoprolol?', 'What is the drug eliquis used for?']",,,,,
1286,68,Zolpidem,7,What for famotidine?,"['Is zolpidem a strong sleeping pill?', 'Does zolpidem cause itching?', 'Does zolpidem make you gain weight?', 'What drug makes you gain the most weight?', 'What for metoprolol?', 'What is the drug eliquis used for?', 'What is Jardiance for?']",,,,,
1287,68,Zolpidem,8,What is dicyclomine used for?,"['Is zolpidem a strong sleeping pill?', 'Does zolpidem cause itching?', 'Does zolpidem make you gain weight?', 'What drug makes you gain the most weight?', 'What for metoprolol?', 'What is the drug eliquis used for?', 'What is Jardiance for?', 'What for famotidine?']",,,,,
1288,68,Zolpidem,9,What is promethazine used for?,"['Is zolpidem a strong sleeping pill?', 'Does zolpidem cause itching?', 'Does zolpidem make you gain weight?', 'What drug makes you gain the most weight?', 'What for metoprolol?', 'What is the drug eliquis used for?', 'What is Jardiance for?', 'What for famotidine?', 'What is dicyclomine used for?']",,,,,
1289,69,Latanoprost,0,Is there a generic for latanoprost?,[],,,,,
1290,69,Latanoprost,1,How much is generic latanoprost?,['Is there a generic for latanoprost?'],,,,,
1291,69,Latanoprost,2,"Which is better for glaucoma, timolol or latanoprost?","['Is there a generic for latanoprost?', 'How much is generic latanoprost?']",,,,,
1292,69,Latanoprost,3,What is the best eye drop to use for glaucoma?,"['Is there a generic for latanoprost?', 'How much is generic latanoprost?', 'Which is better for glaucoma, timolol or latanoprost?']",,,,,
1293,69,Latanoprost,4,What drink is good for eye pressure?,"['Is there a generic for latanoprost?', 'How much is generic latanoprost?', 'Which is better for glaucoma, timolol or latanoprost?', 'What is the best eye drop to use for glaucoma?']",,,,,
1294,69,Latanoprost,5,Which fruit reduces glaucoma?,"['Is there a generic for latanoprost?', 'How much is generic latanoprost?', 'Which is better for glaucoma, timolol or latanoprost?', 'What is the best eye drop to use for glaucoma?', 'What drink is good for eye pressure?']",,,,,
1295,69,Latanoprost,6,Can I eat eggs if I have glaucoma?,"['Is there a generic for latanoprost?', 'How much is generic latanoprost?', 'Which is better for glaucoma, timolol or latanoprost?', 'What is the best eye drop to use for glaucoma?', 'What drink is good for eye pressure?', 'Which fruit reduces glaucoma?']",,,,,
1296,69,Latanoprost,7,Is glaucoma hereditary?,"['Is there a generic for latanoprost?', 'How much is generic latanoprost?', 'Which is better for glaucoma, timolol or latanoprost?', 'What is the best eye drop to use for glaucoma?', 'What drink is good for eye pressure?', 'Which fruit reduces glaucoma?', 'Can I eat eggs if I have glaucoma?']",,,,,
1297,69,Latanoprost,8,What race gets glaucoma the most?,"['Is there a generic for latanoprost?', 'How much is generic latanoprost?', 'Which is better for glaucoma, timolol or latanoprost?', 'What is the best eye drop to use for glaucoma?', 'What drink is good for eye pressure?', 'Which fruit reduces glaucoma?', 'Can I eat eggs if I have glaucoma?', 'Is glaucoma hereditary?']",,,,,
1298,69,Latanoprost,9,Who is prone to glaucoma?,"['Is there a generic for latanoprost?', 'How much is generic latanoprost?', 'Which is better for glaucoma, timolol or latanoprost?', 'What is the best eye drop to use for glaucoma?', 'What drink is good for eye pressure?', 'Which fruit reduces glaucoma?', 'Can I eat eggs if I have glaucoma?', 'Is glaucoma hereditary?', 'What race gets glaucoma the most?']",,,,,
